user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
student2020-17,308,Comfort,Generic,Generic,reminders-reminders;livingroomlight-state,"send the reminder ""You left the lights out in the living room!"" by sms to the user,  the living room light status is off,  ",livingroom-lightlevel,if the living room light level is not bright and ,1
student2020-23,337,EnergySaving,Generic,Generic,none,none,bedroom-alllight,turn off all the lights in the bedroom and ,0
student2019-12,184,Organizing,Generic,Generic,bathroom-hue color light bathroom;bathroomlight-state," change the bathroom light to red and   the bathroom light is on, ",bathroom-humiditylevel,When the humidity level in the bathroom is greater than 65% and ,0
student2020-20,324,Wellbeing,Generic,Working,none,none,livingroom-relax,start a relaxing light scene in the living room and ,1
student2021-08,396,Safety,Generic,Generic,kitchen-gassensor,When the gas sensor goes on and ,bathroom-windowsensor,"the bathroom window is closed, ",0
domainExpert4,10,Health,Caregiver,Generic,activity-medicationname,if Cardicor has not been taken between 8:04 pm and 9:05 pm ,alarms-alarms,"send two alerts ""Cardicor "" by notification",1
domainExpert5,29,Health,Caregiver,Generic,none,none,medication-intaketime,if  Test-user intake time is different from  15:00,1
student2020-15,299,Comfort,Generic,Generic,bathroom-hue color light bathroom,turn on a blue colored light for 15 minutes and  ,currentweather-rainquantity," the amount of rain is more than 10,",0
student2020-12,280,Comfort,Generic,Generic,none,none,corridor-alllight,turn on the lights.,1
student2021-15,433,"Comfort, Organizing",Generic,GoingOut,home-allwindow,close all the windows and  ,kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,0
domainExpert9,73,Wellbeing,Caregiver,Generic,cognitive-cognitivestate,if  Test-user cognitive state is  mild cognitive impairment ,alarms-alarms,"do send  one  alarm ""Mild cognitive status""  by mail to domainExpert9",1
applicationExpert4,100,Comfort,Generic,Generic,none,none,datetime-localtime, WHEN  time becomes  18:30 minutes and,1
student2019-15,199,"Comfort, Safety",Generic,Generic,bathroomlight-state," if the bathroom lights are off [condition],  ",bathroom-humidity,When the humidity in the bathroom becomes greater than 70% and ,0
student2019-2,127,"Health, Wellbeing",Generic,Generic,none,none,alarms-alarms,"sends an alarm ""Increase physical activity"" via notification",1
student2019-5,143,Wellbeing,Generic,Generic,none,none,bedroom-gassensor,"If the gas sensor in the bedroom is not active between 01:00 and 06:00, ",0
student2020-8,263,Wellbeing,Generic,ColdSeason,currentweather-wind,if the wind outside is more than 5 km/h and  ,livingroom-changelightstate,then turn on the living room lights and,0
student2020-16,302,Wellbeing,Generic,ColdSeason,reminders-reminders;bedroom-temperaturelevel,"then the system sends an SMS to the user's mobile phone notifying them that the temperature is too low. the temperature in the bedroom drops,  ",livingroom-relax,Turn on the relaxing light in the living room and ,0
student2019-11,179,"Wellbeing, EnergySaving",Generic,ColdSeason,livingroom-temperaturelevel,When the living room temperature is below 10 degrees and  ,livingroom-windowsensor,"if the window sensor detects that it is open, ",1
applicationExpert4,93,Comfort,Generic,Generic,livingroom-lightlevel,LivingRoom light level is  low light ,bathroom-smokesensor,If the smoke sensor is active and ,0
student2020-25,347,Wellbeing,Generic,Generic,reminders-reminders,send a reminder notification to open the window; ,kitchen-windowsensor,"the window is closed, ",1
student2020-27,356,Wellbeing,Generic,Generic,none,none,alarms-alarms,"send an alarm notification 'tomorrow you will train better, now shower!', And",1
student2021-11,414,EnergySaving,Generic,GoingOut,none,none,devices-smartphonetv,turn on your phone and ,0
student2019-10,172,EnergySaving,Generic,Generic,none,none,all-activate,start the activating light scene,0
student2019-19,215,Generic,Generic,Debug,none,none,bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees, ",0
student2019-10,172,EnergySaving,Generic,Generic,reminders-reminders;corridor-alllight;fridge-door,"send the notification ""The refrigerator remained open"" turn on the lights in the corridor and  the refrigerator door is open ",bedroom-window, close the bedroom window,0
student2019-8,161,Safety,Generic,Generic,reminders-reminders,send a reminder to the user via text message to remind him to turn off the gas stove as soon as possible. ,kitchen-gassensor, the gas sensor becomes active (event),1
domainExpert5,27,Safety,Caregiver,ElderlyAlone,alarms-alarms,"send two SMS alerts ""User 2 is away from home late at night"" to Caregiver 2 ",entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
applicationExpert4,109,Wellbeing,Generic,Generic,none,none,datetime-localtime, WHEN  time becomes  15:00 minutes and,1
student2019-20,220,EnergySaving,Generic,Generic,entrancelight-state," the entrance light is on, ",reminders-reminders, change the color of the light to red for two minutes and,1
student2020-8,263,Wellbeing,Generic,ColdSeason,corridor-temperaturelevel,"the inlet temperature is less than 18 degrees,  ",bathroom-temperaturelevel,"the temperature in the bathroom is 11 degrees, ",0
student2019-4,136,Wellbeing,Generic,Generic,none,none,kitchen-alllight,turn on all the lights in the kitchen,0
student2020-16,302,Wellbeing,Generic,ColdSeason,bedroom-temperaturelevel,"the temperature in the bedroom drops,  ",physiological-heartrate,If the heart rate exceeds 100 bpm,0
student2021-14,428,Organizing,Generic,Morning,none,none,test-user-heartrate,When I have a heart rate of 130 beats per minute and ,0
student2019-19,219,Generic,Generic,Morning,none,none,entrance-alllight,turn on the entrance light,0
student2019-1,124,Safety,Caregiver,"ElderlyAlone, Night",none,none,reminders-reminders,"a notification sms ""The bedside light is on"" will also be sent to a relative designated by",1
domainExpert7,58,Wellbeing,Caregiver,Evening,none,none,kitchen-relax,"start relaxing the light scene in the kitchen,",0
student2021-03,370,Organizing,Generic,Generic,reminders-reminders,remind me to put on the glasses with a notification ,pc-state,When I turn on the computer ,1
student2021-12,419,EnergySaving,Generic,"GoingOut,Working",test-user-outsideposition,"When the user is in the office,  ",heating system-state,"if the heating system in the house is on, ",1
student2020-10,274,Wellbeing,Generic,Generic,none,none,bedroom-alllight,turn on all the lights in the bedroom,1
student2020-21,328,"Wellbeing,Comfort",Generic,ColdSeason,bathroom-temperaturelevel,if  Bathroom temperature becomes  less then  13  and   ,bathroom-lightlevel,"Bathroom Light state is  off  ,  ",1
student2020-12,281,EnergySaving,Generic,Generic,none,none,kitchen-alllight,turn on all kitchen lights.,1
student2019-12,181,Wellbeing,Generic,BadWeather,reminders-reminders;livingroom-windowsensor," it sends a reminder via text message: It is advisable to close the living room window due to intense fog the sensor in the living room window indicates that it is open, ",currentweather-outdoorcondition,When there is dense fog outside the house and ,1
student2021-03,372,"Wellbeing,Health",Generic,Generic,none,none,test-user-bodytemperature,When the body temperature is greater than 38 and ,1
student2019-19,216,Organizing,Generic,"BadWeather, GoingOut",currentweather-rainquantity," the amount of rain is more than 10, ",reminders-reminders, send a reminder with the words 'Remember to take an umbrella!'.,1
applicationExpert4,89,"Comfort, Wellbeing",Generic,Night,none,none,test-user-heartrate,When my heart rate exceeds a certain threshold and,0
student2021-13,420,Generic,Generic,Generic,none,none,home-allwindow,open all the windows in the house.,0
applicationExpert4,91,EnergySaving,Generic,GoingOut,relativeposition-typeofproximity,When  Test-user   is  outside house ,bathroom-lightlevel,"If the bathroom light is not off between midnight and 7 a.m., ",0
applicationExpert4,112,Safety,Caregiver,Morning,none,none,bedroom-motion,If  Bedroom motion becomes  not  active     between 06:00 and 10:00,1
student2019-8,159,"Wellbeing, Health",Generic,GoodWeather,none,none,alarms-alarms,"it sends the alarm ""You did little exercise today. You should take a walk."" once to remind the user that it is better to be physically active and",1
applicationExpert4,84,Safety,Caregiver,Generic,none,none,livingroom-alllight,turn on the lights in the room,0
student2020-15,296,EnergySaving,Generic,Generic,bedroom-alllight,turn off all the lights in the bedroom and  ,reminders-reminders,"send an SMS alert to me saying ""lights off,"" so as to notify the user that the lights have been turned off by the system and a waste of light has been avoided",1
student2021-04,377,"Wellbeing,Comfort",Generic,BadWeather,bedroom-windowsensor,"When it rains,  ",currentweather-rain,"if the bedroom window is detected open by the sensor,",1
student2020-26,354,Wellbeing,Generic,Generic,none,none,bathroomlight-state,"If the light in the bathroom is off, ",1
student2020-3,236,"Health, Wellbeing",Generic,Generic,none,none,livingroom-activate,the lights come on in Activating Scene mode,1
applicationExpert4,98,"Health, Wellbeing",Generic,GoodWeather,none,none,twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and,1
student2021-07,392,EnergySaving,Generic,Generic,none,none,bedroom-biorhythmlight,do start biorhythm light scene in the bedroom,0
student2020-22,332,Wellbeing,Generic,Generic,bedroom-windowsensor,"if the bedroom window is open,  ",garden-smokesensor,"If the smoke sensor in the garden is not turned on, ",0
applicationExpert4,110,"Health, Wellbeing",Generic,Generic,none,none,cognitive-trainingresult,When  Test-user training result becomes  not progressing,1
student2020-21,329,"Wellbeing,Health",Generic,Generic,none,none,reminders-reminders," send two reminder SMS ""Hearth rate more than 90 BPM"" to notify the user and ",1
student2020-9,266,EnergySaving,Generic,Night,none,none,devices-tv,turn off the television and ,0
domainExpert4,6,Generic,Caregiver,Generic,datetime-localtime,When time becomes  15:22 minutes ,livingroom-hue color light living room,change the color of the lights in the living room to yellow,0
student2020-4,241,"Comfort,Wellbeing",Generic,Generic,livingroom-temperaturelevel;alarms-alarms,"If the living room temperature is not 25 ° C between 1pm and 10pm  text me ""Fix the living room temperature"" and  ",living room alexa-state,"Alexa is off, ",0
student2020-6,254,"Comfort,Safety",Generic,Generic,none,none,reminders-reminders,send a voice reminder.,1
student2019-20,221,EnergySaving,Generic,Generic,none,none,corridor-light strip corridor,changes the led light in the corridor to red,1
student2020-15,298,Comfort,Generic,Evening,none,none,livingroom-alllight,turn on the lights.,1
student2019-12,183,EnergySaving,Generic,Generic,kitchen-windowsensor;kitchenlight-state,"If the kitchen window sensor indicates it is open and  the kitchen light is off,  ",all-biorhythmlight,the system turns on the house lights intermittently and,0
student2019-19,219,Generic,Generic,Morning,bedroom-activate,set the lights in activation mode and  ,reminders-reminders,send a notification saying 'Good morning!'.,1
student2020-13,288,EnergySaving,Generic,Morning,none,none,bedroomportablelight-state,the bedside table light is on blue,0
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,none,none,devices-alexa services, tune Alexa to deliver the day's news.,1
applicationExpert4,89,"Comfort, Wellbeing",Generic,Night,datetime-localtime,time  is between 23:00 AND 06:00 ,datatime-localtime,If it's after 9:30 pm and,0
applicationExpert4,104,"Health, Wellbeing",Generic,Generic,none,none,entrance-noiselevel,If the noise level at the entrance is greater than 0 and ,0
student2021-01,360,Generic,Generic,Generic,none,none,heating system-state,"When the heating system turns on, ",1
student2021-05,384,Wellbeing,Generic,Generic,none,none,alarms-notificationmode,the alarm must be activated and,0
student2019-3,130,"Organizing, Wellbeing",Student,Morning,livingroomlight-state;datetime-localtime,If the lights are off and it's 7am ,kitchenlight-brightness, the brightness in the kitchen becomes less than 30%,0
student2019-9,166,Generic,Generic,BadWeather,reminders-reminders;currentweather-rain,send a text message saying: close window  it is raining outside ,entrance-windowsensor, if the sensor of the window is active and,1
student2021-05,384,Wellbeing,Generic,Generic,none,none,bathroom-humiditylevel,When the humidity level in the bathroom is greater than 65% and ,0
domainExpert5,27,Safety,Caregiver,ElderlyAlone,none,none,datetime-localtime,the time is between 21:00 and 22:00,1
domainExpert9,81,Comfort,Generic,Generic,none,none,entrancelight-saturation,"the saturation is below 5, ",0
student2021-06,388,Health,Generic,Generic,none,none,reminders-reminders,"send me the email ""hearth rate too high""",1
student2021-11,414,EnergySaving,Generic,GoingOut,none,none,home-heating, turn off the heating system and ,1
applicationExpert4,112,Safety,Caregiver,Morning,none,none,livingroom-windowsensor,"the window in the living room is open, ",0
student2021-15,432,Wellbeing,Generic,Evening,none,none,entrance-lightlevel,If the light level at the entrance is dark and ,0
domainExpert10,117,Generic,Generic,Generic,none,none,bedroom-lightlevel,When  Bedroom light level becomes  no light,1
student2019-3,133,Wellbeing,Student,Generic,none,none,livingroom-alllight,turn on the lights in the room,1
student2020-6,253,Organizing,Student,Generic,none,none,kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,1
student2019-3,133,Wellbeing,Student,Generic,none,none,kitchen-microwave,turn off the microwave oven and ,0
student2021-06,388,Health,Generic,Generic,tablet-state," if I have at least one device on (tablet), ",smartphone-state," if I have at least one device on (smartphone),",1
student2019-17,208,Comfort,Generic,Generic,entrance-motion,If the motion sensor at the entrance detects something and  ,activity-wakingup,"If the user does not wake up from 7 to 11, ",0
student2019-2,129,EnergySaving,Generic,ElderlyAlone,reminders-reminders;kitchen-alllight;personaldata-age,"sends a reminder ""Close the fridge door"" via notification turns on all the kitchen lights and the test user is over 75 ",fridge-door,If the refrigerator door is open and,1
student2020-16,304,EnergySaving,Generic,GoingOut,none,none,kitchenlight-state,"the kitchen light is off, ",0
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,none,none,cognitive-lastconnectiontime,When  Test-user last connection becomes  more then  48 hours or,0
domainExpert4,26,"Wellbeing, Health",Caregiver,Generic,physiological-steps,if the daily steps of Test-user are less than 5000 ,reminders-reminders,"send the reminder ""exercises on the treadmill"" via email to caregiver.1@provider.it",1
applicationExpert4,89,"Comfort, Wellbeing",Generic,Night,relativeposition-typeofproximity;datetime-localtime,if  Test-user   is  inside  bedroom and time  is between 23:00 AND 06:00 ,datetime-localtime,time  is between 23:00 AND 06:00,1
student2020-13,288,EnergySaving,Generic,Morning,none,none,kitchen-gassensor,If the gas sensor is activated in the kitchen and,0
student2021-11,412,Safety,Generic,BadWeather,home-alllight,turn off all the lights in the house ,devices-tv,turn off the television and ,1
student2020-5,248,Safety,Generic,Generic,none,none,all-alllight,turn on all lights.,1
student2019-19,218,Safety,Generic,Generic,none,none,all-biorhythmlight,flash all the lights in the house.,1
student2020-2,233,Wellbeing,Generic,ColdSeason,none,none,bedroomlight-state,"if the room light is off,",0
student2020-23,339,Wellbeing,Generic,Generic,timeinsidearoom-timeinsidebedroom;bedroomlight-state;bedroom-alllight,"If you stay in the bedroom for more than 10 hours and  the lights are off,  turn on the lights and  ",alarms-alarms,send a wake-up message,1
student2019-4,137,"Wellbeing, Health",Generic,Generic,livingroom-relax, turn on the activating light scene in the living room and ,cognitive-trainingtime,If the user does not train for at least 60 minutes between 08:00 and 10:00,1
student2019-7,154,Health,Generic,Generic,activity-medicationname,If the user has not taken the blood pressure medicine between 14.00 and 15.00 ,all-biorhythmlight,the system turns on the house lights intermittently and,1
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,test-user-bedinout;bedroom-changelightstate,"I'm still in bed,  turn on the bedroom lights for 10 minutes and ",twentyfourhoursweatherforecast-outdoortemperature,and  Weather & Time outdoor temperature is  more then  20,0
applicationExpert2,67,Generic,Generic,Generic,bedroom-lightlevel,When  Bedroom light level becomes  no light ,bedroom-biorhythmlight,do start biorhythm light scene in the bedroom,1
student2020-17,307,Generic,Generic,BadWeather,none,none,sleep-sleepduration,When the user has been sleeping for 5 hours and ,0
student2021-08,396,Safety,Generic,Generic,none,none,personaldata-age,the test user is over 75,0
student2019-7,151,Safety,Generic,Generic,kitchen-gassensor;all-biorhythmlight,the kitchen gas sensor is active the system turns on the house lights intermittently and ,alarms-alarms,warns him with three notifications to check that you have turned off the gas,1
student2021-03,371,Wellbeing,Generic,Morning,none,none,bedroom-temperature,If the bedroom temperature is below 20 degrees and,0
domainExpert10,118,Wellbeing,Generic,Evening,datetime-localtime,time becomes  more then  22:00 minutes ,bedroomportablelight-brightness,When the brightness of the portable light of the bedroom  becomes greater than 100,0
domainExpert7,47,"Health, Wellbeing",Caregiver,Generic,none,none,datetime-localtime,When time becomes  22:00 minutes,1
student2020-1,228,Organizing,Generic,Generic,entrancelight-saturation,"the saturation is below 5,  ",alarms-alarms,remind me to check them and,1
student2020-22,331,Wellbeing,Generic,Night,none,none,bedroom-lightlevel,"If it is not dark in the room between 11pm and 12am, ",1
domainExpert4,9,Health,Caregiver,Generic,none,none,activity-medicationname,if Dobetin and Lampard were not taken on 22/06/2019 between 11:05 and 11:06,1
applicationExpert4,84,Safety,Caregiver,Generic,none,none,kitchen-gassensor,When  Kitchen gas sensor becomes  active    or,1
student2020-23,337,EnergySaving,Generic,Generic,bathroomlight-state,"the light is turned off,  ",livingroom-lightlevel,If the light in the room is not at a normal level ,0
student2021-11,412,Safety,Generic,BadWeather,none,none,tv-state,"the television is on, ",1
student2020-26,354,Wellbeing,Generic,Generic,none,none,corridorlightstrip-state,"if  Corridor Light Strip state is   not   off   between 23:57 and 06:57 ,  ",0
student2019-5,142,Health,Generic,Generic,kitchen-hue color light kitchen,turn on the red lights in the kitchen for 1 minute and ,activity-medicationname,If the user has not yet taken cardio aspirin between 8.00 a.m. and 9 a.m.,1
student2020-23,339,Wellbeing,Generic,Generic,bedroomlight-state;bedroom-alllight,"the lights are off,  turn on the lights and  ",bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2020-26,351,Security,Generic,Night,none,none,alarms-alarms,sound the voice alarm 3 times and ,1
student2021-11,413,Security,Generic,Night,alarms-notificationmode,set on the alarm and  ,bedroom-changelightstate,turn on the lights in the bedroom.,1
student2019-18,211,Safety,Generic,Generic,none,none,devices-alexa services, tune Alexa to deliver the day's news.,0
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,bedroom-windowsensor,"the bedroom windows are open, ",currentweather-rain,When it rains and ,1
student2020-3,239,Wellbeing,Generic,Night,bedroom-biorhythmlight;alarms-alarms;bedroomlight-state;datetime-localtime;datetime-localtime,"turn on the lights in biorhythm mode. I ask the user if he is ok and  and the bed light is off,   (at night)   (at night)  ",entrance light-state,"If the outside lights are off,",0
student2020-16,304,EnergySaving,Generic,GoingOut,relativeposition-typeofproximity;greatluminaire-state,"When the user is away from home,  but the lights are on,  ",livingroom-hue color light living room,turn the living room light to blue,0
student2020-12,284,"Health,Wellbeing",Generic,Generic,timeinsidearoom-timeinsidebathroom;bathroom-temperaturelevel;bathroom-activate,"When the tenant's time in the bathroom is more than 50 minutes and  if the temperature exceeds 30°C,  start the activating light scene in the bathroom and  ",smalllight-state,the bedside light is not on (condition),0
student2020-10,273,Comfort,Generic,Generic,all-alllight;alarms-alarms,"turn on all lights send 3 times the voice alarm ""Attention! The entrance light is on and the door sensor is on"" and  ",entrancelight-state,the entrance light is on ,1
student2020-20,324,Wellbeing,Generic,Working,none,none,livingroom-lightlevel,"the living room light is on, ",1
student2020-6,253,Organizing,Student,Generic,none,none,alarms-alarms,then send a (voice) reminder and,1
student2019-19,215,Generic,Generic,Debug,reminders-reminders,send a reminder with the words 'Remember to turn off the light!' ,bathroom-relax, activate relaxing lights in the bathroom.,0
student2021-03,372,"Wellbeing,Health",Generic,Generic,bedroom-window;bedroom-temperature,"close the window and  the room temperature is less than 20 °C,  ",kitchen-gassensor,if the gas is on ,0
student2020-5,249,"EnergySaving, Wellbeing",Generic,Night,bedroom-alllight;bedroomlight-state,"turn them off and  with the lights on,  ",all-relax,the system activates soothing lights throughout the house and ,0
domainExpert5,27,Safety,Caregiver,ElderlyAlone,datetime-localtime;datetime-localtime,the time is between 21:00 and 22:00 the time is between 21:00 and 22:00 ,relativeposition-typeofproximity,when the test user goes out and,1
student2019-19,219,Generic,Generic,Morning,activity-wakingup;bedroomlight-state;bedroom-activate,"If the homeowner wakes up and  turns on his room light,  set the lights in activation mode and  ",reminders-reminders,send a notification saying 'Good morning!'.,1
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,kitchen-alllight;alarms-alarms;kitchenlight-state;datetime-localtime,"turn on all the lights in the kitchen send me an alarm notification to warn me that it is dinner time and at the same time  if the light in the kitchen is off  9.00pm, and  ",garden-smokesensor,"If the smoke sensor in the garden is not turned on, ",0
student2019-17,209,Comfort,Generic,Morning,reminders-reminders;bedroom-alllight;bedroomlight-state,"send a notification to Simone saying 'Good morning!' turn off the colored lights and  the lights are on,  ",activity-wakingup,If the user gets out of bed and ,1
student2020-23,336,"Comfort,Security",Generic,Generic,alarms-alarms;entrance-alllight,make an alarm sound turn on the light in the hall and  ,entrance-doorsensor,"When the door opens, ",1
student2021-10,409,EnergySaving,Generic,"GoingOut,Working",light-state;livingroom-changelightstate,"if the main lights in the living room are on,  turn off the lights and  ",sleep-bedoccupancy,When the user is in the bed and ,0
student2019-20,224,Generic,Generic,Debug,corridorlightstrip-state,"If the led lights in the corridor are off, ",entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
student2021-02,365,Generic,Generic,Generic,none,none,reminders-reminders,send a notification saying 'wifi has been turned off',1
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,reminders-reminders;livingroom-temperaturelevel,"it sends the notification ""Temperature is less than 20 degrees and the windows are open!"" to the user. the temperature drops to less than 20 degrees,  ",home-alllight,turn off all the lights in the house,0
student2020-18,310,EnergySaving,Generic,Generic,none,none,reminders-reminders,send a voice memo that says The microwave door is open!,1
student2019-9,168,Security,Generic,Generic,greatluminaire-state,the lights are off ,livingroom-motion,if there is movement in the living room and,1
student2020-20,323,Organizing,Caregiver,Generic,personaldata-age,"the user suffers from memory loss associated with age, ",cognitive-cognitivestate,If the user's age is over 70 or ,1
student2020-2,230,Organizing,Generic,Generic,fridge-door,"When the fridge door opens,  ",bedroomlight-color,the room lights are blue,0
student2021-12,419,EnergySaving,Generic,"GoingOut,Working",none,none,test-user-outsideposition,"When the user is in the office, ",1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime,When time is    gt 22:00 minutes AND ,bedroom-motion, When  Bedroom motion becomes  active    and,1
student2021-08,397,Security,Generic,Night,alarms-notificationmode,sound the alarm and  ,bathroom-activate,start the activating light scene in the bathroom and ,0
student2020-26,351,Security,Generic,Night,none,none,bedroom-hue color light bedroom,turn the bedroom lights red,1
student2021-10,409,EnergySaving,Generic,"GoingOut,Working",reminders-reminders;livingroom-changelightstate,send a text message to the user reminding him that he has forgotten the lights on turn off the lights and  ,test-user-bodytemperature,When the body temperature is greater than 38 and ,0
student2020-10,273,Comfort,Generic,Generic,entrance-doorsensor,If the entrance door sensor is open or  ,entrancelight-state,the entrance light is on ,1
student2019-16,201,Generic,Generic,BadWeather,reminders-reminders;livingroom-windowsensor,"send the reminder ""Close the windows"" to houseowner@provider.it the living room window sensor is open,  ",currentweather-outdoorcondition,If there are thunderstorms outside and ,1
student2020-25,348,Comfort,Generic,Generic,none,none,alarms-alarms,"send an alarm notification with ""cold"" written;",1
student2021-03,372,"Wellbeing,Health",Generic,Generic,none,none,bedroom-window,close the window and ,1
student2019-2,128,Safety,Generic,Generic,none,none,kitchen-smokesensor,When the smoke sensor in the kitchen is activated and,1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime,When time is    gt 22:00 minutes AND ,bedroom-motion, When  Bedroom motion becomes  active    and,1
student2020-14,293,EnergySaving,Generic,Generic,livingroomlight-state;alarms-alarms,"and the light in the living room is on,  send an alert notification saying ""No need to keep the light on"" and  ",livingroom-alllight,turn off the light in the living room,1
domainExpert7,52,Wellbeing,Caregiver,Evening,relativeposition-typeofproximity;datetime-localtime,When  Test-user   is  inside  livingroom and and time becomes  more then  22:00 minutes   ,livingroomlight-temperature,"the light temperature is less than 20, ",0
student2020-7,256,Security,Generic,Night,reminders-reminders,you receive three alarm notifications saying 'Attention front door open!' and  ,entrance-doorsensor,"When the front door is not closed between 8:00 and 15:00, ",1
student2021-09,401,"Comfort,Wellbeing",Generic,BadWeather,livingroom-window,close the window. ,corridor-temperaturelevel,"the inlet temperature is less than 18 degrees, ",0
student2019-17,207,EnergySaving,Generic,Night,fridge-door;reminders-reminders,"If the refrigerator is not closed between midnight and 6 in the morning,  send a notification to Simone saying 'Close the refrigerator!' and  ",bedroom-relax,turn on the relaxation lights in the room;,1
student2020-12,282,"Health,Wellbeing",Generic,HotSeason,none,none,currentweather-outdoortemperature,When the outdoor temperature is above 28°C and ,1
student2020-4,244,Comfort,Generic,Generic,reminders-reminders,"notify me vocally with the message ""Someone at the entrance"" ",entrance-alllight, turn on the entrance lights and ,1
student2020-27,359,Comfort,Generic,Generic,none,none,livingroomlight-state,"if the living room light is off, ",1
student2020-2,234,Wellbeing,Generic,Generic,reminders-reminders,sends a comforting voice message to the person. ,livingroom-relax,it starts a relaxing atmosphere and ,1
student2020-26,351,Security,Generic,Night,none,none,alarms-alarms,sound the voice alarm 3 times and ,1
student2021-11,414,EnergySaving,Generic,GoingOut,reminders-reminders;home-heating;heating system-state,"send me a notification saying 'Heating off'  turn off the heating system and  the heating system is on, ",relativeposition-typeofproximity,When I am away from home and ,1
student2021-12,418,"Comfort, Wellbeing",Generic,Generic,none,none,bathroom-relax, activate relaxing lights in the bathroom.,0
student2019-20,224,Generic,Generic,Debug,reminders-reminders, send a reminder to turn them on. ,pc-state," if I have at least one device on (pc),",0
student2019-4,138,Organizing,Generic,BadWeather,twentyfourhoursweatherforecast-rain;greatluminaire-state;alarms-alarms,If tomorrow it will rain and the great luminaire is on send an alarm as a text message reminding you that it will rain tomorrow ,livingroom-hue color light living room,and turn on the light in the living room with electric blue color for 30 minutes.,1
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,none,none,bedroom-activate,ACTION: Turn on the room lights gradually and,1
student2019-8,158,"Comfort, Organizing",Generic,Generic,kitchenlight-brightness,If the intensity of the kitchen light bulb is less than 1 (condition) ,reminders-reminders,it sends a reminder to the user to remind him to replace the light bulb,1
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,reminders-reminders,"send the voice notification ""It's time to get up"" to the user ",bedroom-activate,ACTION: Turn on the room lights gradually and,1
domainExpert4,5,Generic,Caregiver,Debug,none,none,test-user-bedinout,"I'm still in bed, ",0
student2020-17,307,Generic,Generic,BadWeather,currentweather-rainquantity,"the amount of rain is more than 40,  ",currentweather-outdoorcondition,When the outdoor weather conditions become thunderstorms and ,1
student2021-02,369,Safety,Generic,Generic,none,none,physiological-steps,When  Test-user daily footsteps becomes  less then  6000,0
student2020-6,251,EnergySaving,Generic,Night,reminders-reminders,send a reminder (audio) ,entrance-changelightstate,turn them on for two minutes and,0
student2019-20,221,EnergySaving,Generic,Generic,kitchen-lightlevel,"the kitchen light is off,  ",fridge-door,If the fridge door is open and ,1
student2019-5,142,Health,Generic,Generic,activity-medicationname,If the user has not yet taken cardio aspirin between 8.00 a.m. and 9 a.m. ,twentyfourhoursweatherforecast-outdoortemperature,and  Weather & Time outdoor temperature is  more then  20,0
student2020-25,349,Comfort,Generic,Generic,bathroomlight-state;bathroom-alllight," the light is off,  turn it on and  ",bedroom-activate,do start activating light scene in the bedroom,0
student2019-11,176,Comfort,Generic,Evening,none,none,livingroom-greatluminare,do  turn on  the great luminare light,0
student2019-8,162,Safety,Family,Night,none,none,relativeposition-typeofproximity,If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not'),1
student2019-17,207,EnergySaving,Generic,Night,bedroom-relax,turn on the relaxation lights in the room; ,reminders-reminders,send a notification to Simone saying 'Close the refrigerator!' and ,1
student2021-09,404,Security,Generic,GoingOut,reminders-reminders;entrance-doorsensor," send the notification 'The door is left open!' and  if the front door is open, ",relativeposition-typeofproximity,When I am out of the house and ,1
applicationExpert4,85,"Health, Wellbeing",Caregiver,Generic,none,none,cognitive-trainingtime,Test-user training time becomes  less then  15 minutes,1
student2019-2,128,Safety,Generic,Generic,kitchen-smokesensor,When the smoke sensor in the kitchen is activated and ,entrance-biorhythmlight,start the biorhythmic light scene at the entrance,0
student2019-13,189,EnergySaving,Generic,Generic,none,none,bathroomlight-brightness,"If the brightness in the bathroom becomes less than 5, ",0
student2019-16,202,"Comfort, Wellbeing",Generic,ColdSeason,all-alllight;alarms-alarms,turn on all the lights in the house  send three notifications and  ,livingroom-temperaturelevel,"If the living room temperatures are no higher than 12 degrees between 1pm and 6pm,",1
student2020-10,273,Comfort,Generic,Generic,none,none,entrance-doorsensor,If the entrance door sensor is open or ,1
student2020-7,255,EnergySaving,Generic,Debug,fridge-door,"When the refrigerator door is open,  ",reminders-reminders,"you get a voice message reminder ""Close the refrigerator!""",1
