user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
student2021-02,368,Comfort,Generic,Morning,bedroomlight-state,"the bedroom lights are off,  ",datatime-localtime,If it's after 9:30 pm and,0
student2021-09,403,Organizing,Generic,Working,devices-alexa services;bedroom-alllight,start the music with Alexa. turn on the bedroom lights and  ,datetime-localtime," if it's 8am, ",1
student2019-16,200,Generic,Generic,Generic,reminders-reminders,"send the reminder ""Turn the light off"" via notification; ",entrancelight-state,"If the entrance light is on, ",1
student2019-17,209,Comfort,Generic,Morning,bedroom-alllight,turn off the colored lights and  ,living room alexa-state,"Alexa is off, ",0
student2020-3,237,Organizing,Generic,BadWeather,currentweather-rain,"it starts to rain, ",kitchen-motion,If the motion sensor in the kitchen detects a degree of movement lower than -3 (condition),0
student2019-3,130,"Organizing, Wellbeing",Student,Morning,datetime-localtime,it's 7am ,timeinsidearoom-timeinsidebathroom,when a person is in the bathroom for more than ten minutes and ,0
student2020-22,333,EnergySaving,Generic,Generic,corridorlightstrip-state,"the corridor light is on,  ",twentyfourhoursweatherforecast-outdoorcondition,When the weather forecast predicts snow or ,0
student2020-25,348,Comfort,Generic,Generic,livingroom-lightlevel;livingroomlight-temperature,"If the living room is dark and  the light temperature is less than 20,  ",coffee machine-state,"the coffee machine is on, ",0
student2019-13,188,Safety,Generic,Generic,kitchen-lightlevel,"the kitchen lights are off,  ",kitchen-smokesensor,If the smoke sensor is active and ,1
student2020-1,229,Organizing,Student,Morning,reminders-reminders;bedroom-activate;bedroomlight-state,"activate a voice reminder to wake me up and make me study  do start activating light scene in the bedroom,  the bedroom lights are off,  ",sleep-sleepduration,When I sleep for more than 8 hours and ,1
student2020-13,287,Organizing,Generic,"BadWeather, ColdSeason",currentweather-rain,If it is raining outside and  ,kitchen-smokesensor,When the smoke sensor in the kitchen is activated and,0
student2021-08,397,Security,Generic,Night,alarms-notificationmode,sound the alarm and  ,reminders-reminders,"send the reminder by notification ""It's cold today, the heating has been turned on"".",0
student2020-18,314,Wellbeing,Generic,Generic,reminders-reminders;bedroom-alllight,"send three voice reminders saying It's time to get out of bed !  turn on all the lights in the bedroom,  ",bedroomportablelight-state,"and if the bedroom light is off,",1
student2019-8,157,EnergySaving,Generic,Generic,reminders-reminders,also sends a single notification to the user to remind him to turn off the light when he leaves the bathroom ,test-user-bodytemperature,When the body temperature is greater than 38 and ,0
student2020-3,235,Comfort,Generic,Generic,alarms-alarms,the voice message «Welcome Home!» activates ,entrancelight-state,"When the hall light is turned on,",1
student2019-2,126,Safety,Generic,Generic,entrance-doorsensor;livingroom-windowsensor,When the entrance door sensor indicates that it is open or the living room window sensor indicates that is open ,microwave-door,"If the microwave oven door is open, ",0
student2020-24,343,Wellbeing,Generic,Night,alarms-alarms,"send the voice alarm ""It's midnight"" ",test-user-bodytemperature,When the body temperature is greater than 38 and ,0
domainExpert5,27,Safety,Caregiver,ElderlyAlone,datetime-localtime,the time is between 21:00 and 22:00 ,entrance-motion,"if movement is detected at the entrance,",0
student2019-17,207,EnergySaving,Generic,Night,fridge-door,"If the refrigerator is not closed between midnight and 6 in the morning,  ",tv-state,"the television is on, ",0
domainExpert4,17,Health,Caregiver,Generic,alarms-alarms,"send two alerts ""Take Trusopt drops morning"" by notification ",livingroom-alllight,turn on all the lights in the living room,0
student2019-17,209,Comfort,Generic,Morning,reminders-reminders;bedroom-alllight,send a notification to Simone saying 'Good morning!' turn off the colored lights and  ,bedroomlight-state,"the lights are on, ",1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime;datetime-localtime,When time is    lt 23:59 minutes or When time is    gt 22:00 minutes AND ,bedroom-motion, When  Bedroom motion becomes  active    and,1
applicationExpert4,98,"Health, Wellbeing",Generic,GoodWeather,twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and ,corridorlightstrip-state,"and the corridor light strip status turns off, ",0
applicationExpert4,110,"Health, Wellbeing",Generic,Generic,reminders-reminders,"do send  one  reminder ""Keep trying  the results will improve!""  by notification ",entrance-lightlevel,If the entrance light is low or ,0
student2020-24,343,Wellbeing,Generic,Night,bedroomlight-state," the bedroom light is on,  ",bedroomportablelight-brightness,When the brightness of the portable light of the bedroom  becomes greater than 100,0
student2019-10,171,Wellbeing,Generic,Evening,datatime-localtime,If it's after 9:30 pm and ,livingroom-hue color light living room, also turn on the lights of the living room  setting them to a yellow hue.,0
student2019-14,191,Safety,Generic,Generic,entrance-biorhythmlight,start the biorhythmic light scene at the entrance ,alarms-alarms,"send three alarms by notification, ",1
student2020-21,328,"Wellbeing,Comfort",Generic,ColdSeason,bathroom-alllight;reminders-reminders;bathroom-lightlevel," turn on all lights in the bathroom do send  two  alarms   by notification with text ""Bathroom temperature is less then 13 degrees"",  Bathroom Light state is  off  ,   ",bathroom-temperaturelevel,if  Bathroom temperature becomes  less then  13  and  ,1
student2020-22,333,EnergySaving,Generic,Generic,corridor-motion;corridorlightstrip-state;alarms-alarms,"If no movement is detected in the corridor and  the corridor light is on,  send the user an alarm notification (Unused corridor lights, switch off) and  ",all-biorhythmlight,the system turns on the house lights intermittently and,0
student2020-25,347,Wellbeing,Generic,Generic,livingroom-smokesensor;kitchen-windowsensor,"If smoke is detected in the kitchen and  the window is closed,  ",reminders-reminders,send a reminder notification to open the window;,1
student2019-5,144,"Organizing, Wellbeing",Student,Morning,bathroom-alllight;reminders-reminders;bedroomportablelight-state,"turns on the bathroom lights sends two reminders ""Get up!!"" messages and the bedside table light is on blue ",medication-intaketime,if  Test-user intake time is different from  15:00,0
student2019-1,122,Organizing,Student,Morning,bedroom-activate,the lights in the room will turn on. ,alarms-alarms,"an alarm sounds 3 times notifying: ""Wake up  you'll be late"" and",1
student2019-6,149,Wellbeing,Generic,Morning,reminders-reminders;bedroom-relax, sends a voice that says: Have a nice day. it sets the lights in relax mode (impact not too strong) and ,all-relax,the system activates soothing lights throughout the house and ,0
student2019-5,144,"Organizing, Wellbeing",Student,Morning,activity-wakingup,If the user has woken up and ,bedroomportablelight-state,the bedside table light is on blue,1
student2021-06,387,Comfort,Generic,Generic,reminders-reminders,"send me the message ""You ruin your eyes!"" ",cognitive-trainingresult,When  Test-user training result becomes  not progressing ,0
student2021-07,393,WellBeing,Generic,ColdSeason,heating system-state;devices-smartphonetv," the heating is off,  turn on your mobile and  ",livingroom-motion,When the LivingRoom movement becomes active and,0
student2020-3,239,Wellbeing,Generic,Night,datetime-localtime;datetime-localtime, (at night)   (at night)  ,bedroomlight-state,"and the bed light is off, ",1
domainExpert8,69,"Comfort, Safety",Generic,Night,bathroom-changelightstate, do  turn on the  Bathroom Light for 5 minutes ,datetime-localtime,When time is    lt 06:00 minutes,1
student2019-13,185,Generic,Generic,Generic,corridorlightstrip-state,"If the corridor light is on,  ",reminders-reminders,"it sends the notification ""Corridor light is on"" to the user.",1
domainExpert4,16,Health,Caregiver,Generic,activity-medicationname,if Trusopt lunch was not taken between 1:03 pm and 2:04 pm ,alarms-alarms,"send two alerts ""Trusopt lunch"" by notification",1
student2019-10,172,EnergySaving,Generic,Generic,fridge-door, the refrigerator door is open ,relativeposition-typeofproximity,If the user leaves the kitchen and,1
student2020-14,294,EnergySaving,Generic,Generic,relativeposition-typeofproximity;bedroomlight-state,"If the user's location is not in the bedroom, and  the light in the bedroom is on,  ",bathroom-window,open the bathroom window,0
applicationExpert4,96,"Health, Wellbeing",Caregiver,Generic,cognitive-lastconnectiontime,When  Test-user last connection becomes  72 hours ,cognitive-trainingtime,If the user does not train for at least 60 minutes between 08:00 and 10:00,0
student2020-19,319,"Comfort,EnergySaving",Generic,Generic,bathroomlight-state," if the bathroom light is off,  ",corridorlightstrip-state,"the corridor light is on, ",0
student2020-17,307,Generic,Generic,BadWeather,currentweather-rainquantity,"the amount of rain is more than 40,  ",currentweather-outdoorcondition,When the outdoor weather conditions become thunderstorms and ,1
student2019-12,183,EnergySaving,Generic,Generic,alarms-alarms;kitchenlight-state,"it sends an alarm via the 'Kitchen window left open' notification and  the kitchen light is off,  ",cognitive-trainingresult,When  Test-user training result becomes  not progressing ,0
applicationExpert4,102,Wellbeing,Generic,Generic,cognitive-emotionalstate,When  Test-user kwido emotional state becomes  sad ,entrance-lightlevel,If the entrance light is low or ,0
student2021-06,387,Comfort,Generic,Generic,livingroom-lightlevel;light-state,"If the light in the living room is too low and  if the lights in the living room are off,  ",datetime-localtime,If time  is between 17:55 AND 18:00,0
student2020-16,301,Wellbeing,Generic,Generic,all-relax,the system activates soothing lights throughout the house and  ,alarms-alarms,sends a motivational SMS to the user.,1
student2020-15,298,Comfort,Generic,Evening,livingroom-alllight;alarms-alarms,"turn on the lights. send a text message alarm saying ""lights on"" and then  ",livingroom-lightlevel,"if the living room light is off, ",1
student2019-2,126,Safety,Generic,Generic,reminders-reminders,"send three sms ""Close doors and / or windows"". ",bathroom-hue color light bathroom, change the bathroom light to red and ,0
student2019-2,129,EnergySaving,Generic,ElderlyAlone,fridge-door;personaldata-age,If the refrigerator door is open and the test user is over 75 ,kitchen-alllight,turns on all the kitchen lights and,1
student2020-10,271,EnergySaving,Generic,Night,corridorlightstrip-state,"If the light in the hallway is not turned off from 12 midnight to 7 a.m., ",alarms-alarms,"send 2 times an alarm by text message to 33334444111 saying, ""Attention, the lights in the hallway are on, remember to turn them off!"" and ",1
student2019-9,166,Generic,Generic,BadWeather,currentweather-rain, it is raining outside ,entrance-windowsensor, if the sensor of the window is active and,1
student2021-06,386,Wellbeing,Generic,BadWeather,bedroom-changelightstate;bedroom-windowsensor,"turn on the bedroom lights if the bedroom window is open,  ",bedroom-activate," do start activating light scene in the bedroom, ",0
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,bedroom-changelightstate,turn on the bedroom lights for 10 minutes and ,devices-alexa services, tune Alexa to deliver the day's news.,1
student2019-6,148,Safety,Generic,Generic,kitchen-hue color light kitchen;kitchen-alllight;alarms-alarms;kitchen-lightlevel,change its color to red for 30 minutes turn on the light in the kitchen and it sends three alarms per notification with the words: Gas leak and if the light in the kitchen is off ,kitchen-gassensor,If the gas sensor is activated in the kitchen and,1
student2019-18,212,Health,Caregiver,ElderlyAlone,physiological-heartrate;activity-medicationname,TRIGGER: (EVENT) If the heart rate exceeds 200 beats and  (CONDITION) the heart medicine has not been taken  ,microwave-state,If the microwave oven turns on ,0
student2020-1,228,Organizing,Generic,Generic,entrancelight-saturation;alarms-alarms,"the saturation is below 5,  remind me to check them and ",hearth rate,"send  two  alarms ""hearth rate"" by notification",0
student2020-14,294,EnergySaving,Generic,Generic,bedroomlight-state,"the light in the bedroom is on,  ",bedroomportablelight-brightness,When the brightness of the portable light of the bedroom  becomes greater than 100,0
student2020-12,284,"Health,Wellbeing",Generic,Generic,timeinsidearoom-timeinsidebathroom,When the tenant's time in the bathroom is more than 50 minutes and ,bedroom-alllight,do  turn off all lights in the bedroom,0
student2019-2,127,"Health, Wellbeing",Generic,Generic,alarms-alarms;all-biorhythmlight,"sends an alarm ""Increase physical activity"" via notification the biorhythmic light turns on and ",bathroom-smokesensor,If the smoke sensor is active and ,0
student2019-11,177,Safety,Generic,Generic,entrance-doorsensor;entrancelight-state;alarms-alarms,"If the entrance door sensor detects that it is open and  if the entrance light is off,  send me an alarm by notification and  ",entrance-alllight,turn on all the lights in the entrance,1
student2021-06,388,Health,Generic,Generic,pc-state," if I have at least one device on (pc), ",home-alllight, then turn on all the lights in the house and ,1
student2020-14,293,EnergySaving,Generic,Generic,livingroom-alllight;alarms-alarms;livingroomlight-state,"turn off the light in the living room send an alert notification saying ""No need to keep the light on"" and  and the light in the living room is on,  ",test-user-vocalsentence,"When the user says 'Alexa, make coffee' and ",0
student2020-9,267,Organizing,Generic,"ColdSeason, BadWeather",currentweather-outdoortemperature,"Weather & Time outdoor temperature is  less then  0  ,   ",reminders-reminders,"do send  the reminder  ""It's snowing!"" by sms to Laura",1
domainExpert4,20,Health,Caregiver,Generic,alarms-alarms,"please send two notices ""Eucreas evening"" by notification ",activity-medicationname,if Eucreas evening was not taken between 8pm and 9pm,1
student2020-3,239,Wellbeing,Generic,Night,physiological-heartrate,If the heart rate exceeds 100 bpm ,entrance-noiselevel,If the noise level at the entrance is greater than 0 and ,0
student2020-10,273,Comfort,Generic,Generic,entrancelight-state,the entrance light is on  ,entrance-doorsensor,If the entrance door sensor is open or ,1
domainExpert4,22,Health,Caregiver,Generic,activity-medicationname,if Eucreas morning was not taken between 7:30am and 8:00am ,bathroom-temperaturelevel,"the temperature in the bathroom is 11 degrees, ",0
student2019-18,211,Safety,Generic,Generic,alarms-alarms;relativeposition-typeofproximity,"ACTION: Sends three alarm SMS messages ""WARNING! Smoke sensors are on!"" to the user  (CONDITION) the user is away from home  ",kitchen-smokesensor,TRIGGER: (EVENT) When the smoke sensor is activated in the kitchen AND,1
applicationExpert4,92,Comfort,Generic,Generic,entrance-changelightstate,do  turn on the  Entrance Light ,relativeposition-typeofproximity,When  Test-user   is  inside  house,1
applicationExpert1,43,Generic,Caregiver,Generic,datetime-localtime,If time  is between 17:55 AND 18:00 ,corridor-light strip corridor,do  turn on the   Light Strip Corridor and set color to Electric green for 2 minutes,1
student2020-8,263,Wellbeing,Generic,ColdSeason,corridor-temperaturelevel,"the inlet temperature is less than 18 degrees,  ",currentweather-wind,if the wind outside is more than 5 km/h and ,1
student2020-3,239,Wellbeing,Generic,Night,bedroom-biorhythmlight;alarms-alarms;bedroomlight-state,"turn on the lights in biorhythm mode. I ask the user if he is ok and  and the bed light is off,  ",entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
domainExpert5,35,Health,Caregiver,Generic,alarms-alarms,"send three notices ""Aplactin 20 mg 1cp/die"" by notification ",activity-medicationname,If Aplactin 20 mg 1 cp/die has not been taken between 8:00pm and 8:20pm,1
student2021-05,382,Generic,Generic,Generic,relativeposition-typeofproximity,if the user is out of the house ,bedroom-hue color light bedroom,And also turn on the lights bedroom for 5 minutes setting them to red,0
student2019-13,189,EnergySaving,Generic,Generic,bathroom-alllight;reminders-reminders;bathroom-lightlevel,"turn off the lights in the bathroom. send a notification ""You forgot the lights on in the bathroom"" and  the lights are on,  ",relativeposition-typeofproximity,If the user has left the bathroom and ,1
student2019-6,149,Wellbeing,Generic,Morning,reminders-reminders;bedroom-relax, sends a voice that says: Have a nice day. it sets the lights in relax mode (impact not too strong) and ,bedroom-lightlevel, if the bedroom lights are off,1
student2020-18,314,Wellbeing,Generic,Generic,bedroomportablelight-state,"and if the bedroom light is off, ",sleep-sleepduration,"When the user's sleep duration is greater than 600 minutes (10 hours), ",1
student2019-8,162,Safety,Family,Night,reminders-reminders,"send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ",bedroom-hue color light bedroom,turn on the light of (their) bedroom  setting it to red.,1
student2020-16,301,Wellbeing,Generic,Generic,all-relax,the system activates soothing lights throughout the house and  ,alarms-alarms,sends a motivational SMS to the user.,1
student2021-03,373,"Comfort,Wellbeing",Generic,ColdSeason,currentweather-outdoortemperature,"the outside temperature is below 13 °C,  ",relativeposition-typeofproximity,When I go into the bathroom and ,1
student2019-16,203,Safety,Generic,Generic,bathroom-smokesensor;bathroomlight-state,"If the smoke sensor is active and  the bathroom light is off,  ",alarms-alarms,"send the SMS ""Smoke! Check the bathroom"" to Ylenia and",1
applicationExpert4,101,Organizing,Caregiver,ElderlyAlone,datetime-localdate,Weather & Time date is  12-06-2020 ,datetime-localtime, WHEN  time becomes  09:00 minutes and ,1
student2021-06,388,Health,Generic,Generic,pc-state;tablet-state," if I have at least one device on (pc),  if I have at least one device on (tablet), ",smartphone-state," if I have at least one device on (smartphone),",1
student2020-26,354,Wellbeing,Generic,Generic,timeinsidearoom-timeinsidebathroom;bathroomlight-state,"When the user's time in the bathroom is greater than 20 minutes and  If the light in the bathroom is off,  ",bathroom-alllight,Turn on the white light in the bathroom and ,1
student2021-14,429,"Health,Wellbeing",Student,Generic,reminders-reminders;kitchen-coffeemachine;coffee machine-state,"send me a notification reminding me not to drink too much coffee.  turn off the coffee machine and  if the coffee machine is on, ",microwave-state,If the microwave oven turns on ,0
student2019-8,157,EnergySaving,Generic,Generic,corridor-light strip corridor,activates the track of led lights in the corridor for one minute  setting them to light blue and ,greatluminaire-state," but the lights are on, ",0
student2020-26,354,Wellbeing,Generic,Generic,reminders-reminders;bathroom-alllight,send a reminder notification saying: you have been in the bathroom for 20 minutes. Turn on the white light in the bathroom and  ,bathroomlight-state,"If the light in the bathroom is off, ",1
student2021-11,412,Safety,Generic,BadWeather,tv-state,"the television is on,  ",devices-tv,turn off the television and ,1
student2020-17,309,Safety,Caregiver,Generic,personaldata-age,"IF the test user's age is over 65,  ",timeinsidearoom-timeinsidebedroom,If the time spent in the bedroom is more than 20 minutes and,0
student2019-8,157,EnergySaving,Generic,Generic,relativeposition-typeofproximity;bathroomlight-state;corridor-light strip corridor,If the user leaves the bathroom (event) and the bathroom light is on (condition) activates the track of led lights in the corridor for one minute  setting them to light blue and ,reminders-reminders,also sends a single notification to the user to remind him to turn off the light when he leaves the bathroom,1
student2019-5,143,Wellbeing,Generic,Generic,bedroom-alllight,turns on neutral lights in the room and ,bedroomlight-color,the room lights are blue,1
student2020-9,267,Organizing,Generic,"ColdSeason, BadWeather",reminders-reminders,"do send  the reminder  ""It's snowing!"" by sms to Laura ",entrance-motion,If the motion sensor at the entrance detects something and ,0
applicationExpert1,42,Wellbeing,Generic,Generic,relativeposition-typeofproximity,When  Marco   is  inside  bedroom ,bedroom-relax,do start relaxing light scene in the bedroom,1
student2020-18,314,Wellbeing,Generic,Generic,bedroomportablelight-state;bedroom-alllight,"and if the bedroom light is off,  turn on all the lights in the bedroom,  ",tv-state,if the user wants to watch TV and,0
student2021-08,398,WellBeing,Generic,Night,tv-state,"the TV is on,  ",bathroom-activate,start the activating light scene in the bathroom and ,0
applicationExpert1,43,Generic,Caregiver,Generic,corridor-light strip corridor;datetime-localtime;datetime-localtime,do  turn on the   Light Strip Corridor and set color to Electric green for 2 minutes If time  is between 17:55 AND 18:00 If time  is between 17:55 AND 18:00 ,bedroom-motion,When  Bedroom motion becomes  active and,1
student2019-19,219,Generic,Generic,Morning,reminders-reminders;bedroom-activate;bedroomlight-state,"send a notification saying 'Good morning!'. set the lights in activation mode and  turns on his room light,  ",sleep-sleepduration,If I am in bed and fall asleep ,0
student2020-20,323,Organizing,Caregiver,Generic,bathroom-alllight,turn off all the lights in the bathroom ,currentweather-outdoortemperature, if the outside temperature is below 14  degrees,0
student2020-22,333,EnergySaving,Generic,Generic,corridor-alllight;alarms-alarms;corridorlightstrip-state,"turn off all corridor lights send the user an alarm notification (Unused corridor lights, switch off) and  the corridor light is on,  ",living room alexa-state,"Alexa is off, ",0
student2020-5,246,EnergySaving,Generic,GoingOut,alarms-alarms;all-alllight,"send the alert ""I turned off all the lights in the house"". turn off all the lights and  ",entrancelight-saturation,"the saturation is below 5, ",0
applicationExpert1,43,Generic,Caregiver,Generic,datetime-localtime;datetime-localtime,If time  is between 17:55 AND 18:00 If time  is between 17:55 AND 18:00 ,bedroom-motion,When  Bedroom motion becomes  active and,1
student2019-17,209,Comfort,Generic,Morning,reminders-reminders;bedroom-alllight;bedroomlight-state,"send a notification to Simone saying 'Good morning!' turn off the colored lights and  the lights are on,  ",activity-wakingup,If the user gets out of bed and ,1
student2020-9,268,EnergySaving,Generic,Morning,alarms-alarms,"do send  two  alarms ""lights on""  by voice,  ",livingroom-relax,it starts a relaxing atmosphere and ,0
student2020-26,352,Wellbeing,Generic,Generic,reminders-reminders,"send a voice notification ""It's time to get up"" ",datetime-localtime,"it is midday, ",1
student2020-7,259,Wellbeing,Generic,Generic,reminders-reminders,he receives a reminder voice message 'Wake up it's your birthday!' and  ,all-biorhythmlight,ACTION: (1) Turn on the house lights intermittently and ,0
student2021-09,403,Organizing,Generic,Working,datetime-localtime," if it's 8am,  ",datetime-daytype,If it's a working day and,1
student2020-7,258,Safety,Generic,Generic,reminders-reminders;microwave-door,"a voice alarm message 'food is burnt!' and   the microwave oven door is closed,  ",kitchen-smokesensor,If the smoke detection sensor in the kitchen is activated and,1
student2021-09,403,Organizing,Generic,Working,bedroom-alllight;datetime-localtime,"turn on the bedroom lights and   if it's 8am,  ",datetime-daytype,If it's a working day and,1
student2020-22,331,Wellbeing,Generic,Night,bedroom-alllight;alarms-alarms,"turn off all the lights in the room send the user an alarm notification (""Sleep time"") and  ",bedroom-lightlevel,"If it is not dark in the room between 11pm and 12am, ",1
applicationExpert4,89,"Comfort, Wellbeing",Generic,Night,datetime-localtime;datetime-localtime,time  is between 23:00 AND 06:00 time  is between 23:00 AND 06:00 ,relativeposition-typeofproximity,if  Test-user   is  inside  bedroom and,1
student2020-21,327,"Wellbeing,Organizing",Generic,BadWeather,currentweather-outdoorcondition;livingroom-windowsensor,"If it's raining outside and  the windows in the living room are open,  ",reminders-reminders,"send the reminder notification ""It's raining, close the living room window!"" to the user ",1
student2019-17,208,Comfort,Generic,Generic,entrance-changelightstate,turn them on for two minutes and ,bathroom-window,close the window,0
student2019-13,189,EnergySaving,Generic,Generic,relativeposition-typeofproximity;bathroom-lightlevel;reminders-reminders,"If the user has left the bathroom and  the lights are on,  send a notification ""You forgot the lights on in the bathroom"" and  ",bathroom-alllight,turn off the lights in the bathroom.,1
student2019-15,198,Comfort,Generic,Generic,entrance-motion,"if movement is detected at the entrance, ",livingroom-hue color light living room,change the color of the lights in the living room to yellow,0
student2019-20,220,EnergySaving,Generic,Generic,timeinsidearoom-timeinsidebedroom;entrancelight-state,"If the user has been in the room for more than an hour and  the entrance light is on, ",microwave-state,If the microwave oven turns on ,0
student2020-26,354,Wellbeing,Generic,Generic,bathroom-alllight,Turn on the white light in the bathroom and  ,livingroom-biorhythmlight,do start biorhythm light scene in the living room,0
student2020-22,331,Wellbeing,Generic,Night,bedroom-alllight;alarms-alarms,"turn off all the lights in the room send the user an alarm notification (""Sleep time"") and  ",smartphone-state," if I have at least one device on (smartphone),",0
student2020-27,358,Comfort,Generic,Generic,entrancelight-state;alarms-alarms,"if the entrance lights are off,  send an alarm notification 'make sure the entrance is lit', ",entrance-alllight, turn on the entrance lights.,1
student2020-4,244,Comfort,Generic,Generic,relativeposition-typeofproximity,If there is someone in the entrance and  ,bedroom-changelightstate,turn it on and ,0
student2020-20,323,Organizing,Caregiver,Generic,personaldata-age;alarms-alarms,"the user suffers from memory loss associated with age,  send the SMS alarm to the user ""Remember to check if the bathroom window is closed"" and ",microwave-state,If the microwave oven turns on ,0
student2021-08,398,WellBeing,Generic,Night,home-alllight;devices-tv;tv-state,"turn off all the lights. turn off the TV and  the TV is on,  ",timeinsidearoom-timeinsidebedroom,If the time spent in the bedroom is more than 20 minutes and,0
student2020-27,358,Comfort,Generic,Generic,entrance-lightlevel;entrancelight-state;alarms-alarms,"If the light level at the entrance is dark and  if the entrance lights are off,  send an alarm notification 'make sure the entrance is lit', ",entrance-alllight, turn on the entrance lights.,1
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,currentweather-rain;bedroom-windowsensor,"When it rains and  the bedroom windows are open, ",alarms-alarms," send the voice message ""It's raining"" and ",1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime;datetime-localtime;datetime-localtime,When time is    lt 23:59 minutes or When time is    gt 02:30 minutes AND When time is    lt 06:00 minutes ,bathroom-lightlevel,"the lights are on, ",0
student2021-02,366,Health,Generic,Generic,alarms-notificationmode,turn on all the lights in the house and  ,datetime-localdate,it's December 9th,0
student2019-2,129,EnergySaving,Generic,ElderlyAlone,reminders-reminders;kitchen-alllight;personaldata-age,"sends a reminder ""Close the fridge door"" via notification turns on all the kitchen lights and the test user is over 75 ",kitchen-gassensor,If the gas is on in the kitchen and ,0
applicationExpert4,87,Wellbeing,Generic,Evening,datetime-localtime,if time  is between 21:00 AND 23:00  ,datetime-localtime,if time  is between 21:00 AND 23:00 ,1
student2020-24,344,Comfort,Generic,Generic,livingroom-livingroom-greatluminare,turn on the large living room light and  ,reminders-reminders,"send the ""light on"" notification",1
student2020-6,254,"Comfort,Safety",Generic,Generic,kitchenlight-state;kitchen-alllight," the light in the kitchen is off,  then turn on the lights in the kitchen and  ",reminders-reminders,send a voice reminder.,1
student2021-07,391,Health,Generic,Generic,test-user-medicine,"If you haven't taken your medicine,  ",devices-smartphonetv,turn on your phone and ,1
student2019-20,220,EnergySaving,Generic,Generic,entrancelight-state," the entrance light is on, ",bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,datetime-localtime,"9.00pm, and  ",entrancelight-saturation,"the saturation is below 5, ",0
student2020-10,273,Comfort,Generic,Generic,entrancelight-state,the entrance light is on  ,alarms-alarms,"send 3 times the voice alarm ""Attention! The entrance light is on and the door sensor is on"" and ",1
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,alarms-alarms,send me an alarm notification to warn me that it is dinner time and at the same time  ,entrance-hue color light entrance,turn on the red hallway light for 5 minutes,0
domainExpert9,81,Comfort,Generic,Generic,livingroom-relax,do start relaxing light scene in the living room ,vocalinput-vocalstring,"When  Test-user vocal string becomes  ""turn on light in living room scene relaxing"" ",1
student2021-04,376,Security,Generic,Night,alarms-notificationmode,activate the alarm siren and  ,home-alllight,turn on all the lights,1
student2020-7,258,Safety,Generic,Generic,kitchen-smokesensor;microwave-door,"If the smoke detection sensor in the kitchen is activated and  the microwave oven door is closed,  ",bathroom-windowsensor,"the bathroom window is closed, ",0
student2019-6,148,Safety,Generic,Generic,alarms-alarms;kitchen-alllight,it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ,bedroom-window,close the window and ,0
applicationExpert4,93,Comfort,Generic,Generic,livingroom-changelightstate;livingroom-lightlevel,do  turn on the  Living Room Light LivingRoom light level is  low light ,relativeposition-typeofproximity,if  Test-user   is  inside  livingroom and,1
student2019-16,204,Organizing,Generic,Generic,timeinsidearoom-timeinsidekitchen;microwave-door,"If the user stays in the kitchen for more than 50 minutes and  the microwave door is closed, ",kitchen-hue color light kitchen, turn the kitchen light red for 10 minutes and ,1
student2019-4,136,Wellbeing,Generic,Generic,bedroom-temperaturelevel;datetime-localtime,When the bedroom temperature is below 22  degrees and it's 10pm ,bathroom-windowsensor,"the bathroom window is closed, ",0
student2019-18,213,"Comfort, Wellbeing",Generic,BadWeather,reminders-reminders;all-biorhythmlight;corridor-doorwindowsensor, (2) send a notification to the user to remind him to close the windows ACTION: (1) Turn on the house lights intermittently and  (CONDITION 2) the windows are open ,livingroom-temperaturelevel,"If the living room temperatures are no higher than 12 degrees between 1pm and 6pm,",0
student2020-12,282,"Health,Wellbeing",Generic,HotSeason,reminders-reminders,"it sends three notifications saying ""do not go out for jogging."" ",sleep-bedoccupancy,When the user is in the bed and ,0
student2020-20,321,"Health,Wellbeing",Generic,Generic,physiological-steps;reminders-reminders,"if test user's daily steps are no more than 1999 between 08:00 and 18:00,  send the alarm ""Your daily step goal has not been reached"" by notification,  ",currentweather-snow, WHEN   Weather & Time becomes snow    and  ,0
student2021-01,363,Security,Generic,Generic,home-securityintrusion;entrance-doorsensor,"If there is an intrusion in the house and  the front door is open,  ",kitchen-temperaturelevel,if the room temperature is higher than 4 degrees and ,0
student2019-8,162,Safety,Family,Night,reminders-reminders,"send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ",tv-state,"the television is on, ",0
domainExpert1,0,Safety,Caregiver,ElderlyAlone,timeinsidearoom-timeinsidebathroom,if the user's test time inside the bathroom is more than 30 ,corridorlightstrip-color,"the light streaks glow red, ",0
student2019-6,148,Safety,Generic,Generic,alarms-alarms;kitchen-lightlevel,it sends three alarms per notification with the words: Gas leak and if the light in the kitchen is off ,kitchen-gassensor,If the gas sensor is activated in the kitchen and,1
